17:16:35.758881 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.779537 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.782843 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [S.], seq 1781188362, ack 3938161820, win 65535, options [mss 1460,sackOK,TS val 3280156 ecr 3060063,nop,wscale 6,mptcp capable csum {0x5d07cc395fa8dd93}], length 0
17:16:35.788261 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], ack 1, win 1339, options [nop,nop,TS val 3280187 ecr 3060180,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 4086075562], length 0
17:17:42.398872 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 861085:862513, ack 1, win 4017, options [nop,nop,TS val 3346667 ecr 3126079,mptcp dss ack 4086075562 seq 1490475152 subseq 861085 len 1428 csum 0x4422], length 1428
17:17:42.418547 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 858229:859657, ack 1, win 4017, options [nop,nop,TS val 3346574 ecr 3125982,mptcp dss ack 4086075562 seq 1490472296 subseq 858229 len 1428 csum 0xe1e7], length 1428
17:17:42.470162 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 162793:164221, ack 1, win 4017, options [nop,nop,TS val 3346772 ecr 3126487,mptcp dss ack 4086075562 seq 1490476580 subseq 162793 len 1428 csum 0x76ce], length 1428
17:17:42.488511 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 862513:863941, ack 1, win 4017, options [nop,nop,TS val 3346774 ecr 3126297,mptcp dss ack 4086075562 seq 1490478008 subseq 862513 len 1428 csum 0x782a], length 1428
17:17:42.488737 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 862513:863941, ack 1, win 4017, options [nop,nop,TS val 3346774 ecr 3126297,mptcp dss ack 4086075562 seq 1490478008 subseq 862513 len 1428 csum 0x782a], length 1428
17:17:42.499083 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 859657:861085, ack 1, win 4017, options [nop,nop,TS val 3346574 ecr 3125982,mptcp dss ack 4086075562 seq 1490473724 subseq 859657 len 1428 csum 0xd74], length 1428
17:17:42.582829 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 863941:865369, ack 1, win 4017, options [nop,nop,TS val 3346774 ecr 3126297,mptcp dss ack 4086075562 seq 1490479436 subseq 863941 len 1428 csum 0x2a5c], length 1428
17:17:42.583108 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 863941:865369, ack 1, win 4017, options [nop,nop,TS val 3346774 ecr 3126297,mptcp dss ack 4086075562 seq 1490479436 subseq 863941 len 1428 csum 0x2a5c], length 1428
17:17:42.586044 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 861085:862513, ack 1, win 4017, options [nop,nop,TS val 3346667 ecr 3126079,mptcp dss ack 4086075562 seq 1490475152 subseq 861085 len 1428 csum 0x4422], length 1428
17:17:42.603431 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 865369:866797, ack 1, win 4017, options [nop,nop,TS val 3346971 ecr 3126388,mptcp dss ack 4086075562 seq 1490480864 subseq 865369 len 1428 csum 0x8a0f], length 1428
17:17:42.603655 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 865369:866797, ack 1, win 4017, options [nop,nop,TS val 3346971 ecr 3126388,mptcp dss ack 4086075562 seq 1490480864 subseq 865369 len 1428 csum 0x8a0f], length 1428
17:17:42.607967 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 862513:863941, ack 1, win 4017, options [nop,nop,TS val 3346774 ecr 3126297,mptcp dss ack 4086075562 seq 1490478008 subseq 862513 len 1428 csum 0x782a], length 1428
17:17:42.678928 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 159937, win 24527, options [nop,nop,TS val 3126705 ecr 3346003,mptcp dss ack 1490355200], length 0
17:17:42.698343 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 328253:329681, ack 1, win 4017, options [nop,nop,TS val 3346998 ecr 3126588,mptcp dss ack 4086075562 seq 1490482292 subseq 328253 len 1428 csum 0x4ddb], length 1428
17:17:42.712161 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 863941:865369, ack 1, win 4017, options [nop,nop,TS val 3346774 ecr 3126297,mptcp dss ack 4086075562 seq 1490479436 subseq 863941 len 1428 csum 0x2a5c], length 1428
17:17:42.767715 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 865369:866797, ack 1, win 4017, options [nop,nop,TS val 3346971 ecr 3126388,mptcp dss ack 4086075562 seq 1490480864 subseq 865369 len 1428 csum 0x8a0f], length 1428
17:17:42.769514 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 329681:331109, ack 1, win 4017, options [nop,nop,TS val 3346998 ecr 3126588,mptcp dss ack 4086075562 seq 1490483720 subseq 329681 len 1428 csum 0xcf0], length 1428
17:17:42.794125 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 164221:165649, ack 1, win 4017, options [nop,nop,TS val 3347079 ecr 3126705,mptcp dss ack 4086075562 seq 1490485148 subseq 164221 len 1428 csum 0x2cde], length 1428
17:17:42.876586 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 331109:332537, ack 1, win 4017, options [nop,nop,TS val 3347094 ecr 3126602,mptcp dss ack 4086075562 seq 1490486576 subseq 331109 len 1428 csum 0x3225], length 1428
17:17:42.897046 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 866797:868225, ack 1, win 4017, options [nop,nop,TS val 3347180 ecr 3126672,mptcp dss ack 4086075562 seq 1490488004 subseq 866797 len 1428 csum 0xd375], length 1428
17:17:42.897305 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 866797:868225, ack 1, win 4017, options [nop,nop,TS val 3347180 ecr 3126672,mptcp dss ack 4086075562 seq 1490488004 subseq 866797 len 1428 csum 0xd375], length 1428
17:17:42.907390 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 866797:868225, ack 1, win 4017, options [nop,nop,TS val 3347180 ecr 3126672,mptcp dss ack 4086075562 seq 1490488004 subseq 866797 len 1428 csum 0xd375], length 1428
17:17:42.984102 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 161365, win 24527, options [nop,nop,TS val 3126981 ecr 3346275,mptcp dss ack 1490355200], length 0
17:17:42.986641 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 868225:869653, ack 1, win 4017, options [nop,nop,TS val 3347272 ecr 3126779,mptcp dss ack 4086075562 seq 1490489432 subseq 868225 len 1428 csum 0x6806], length 1428
17:17:42.986850 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 868225:869653, ack 1, win 4017, options [nop,nop,TS val 3347272 ecr 3126779,mptcp dss ack 4086075562 seq 1490489432 subseq 868225 len 1428 csum 0x6806], length 1428
17:17:43.011995 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 165649:167077, ack 1, win 4017, options [nop,nop,TS val 3347384 ecr 3126981,mptcp dss ack 4086075562 seq 1490490860 subseq 165649 len 1428 csum 0x78e8], length 1428
17:17:43.067734 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 868225:869653, ack 1, win 4017, options [nop,nop,TS val 3347272 ecr 3126779,mptcp dss ack 4086075562 seq 1490489432 subseq 868225 len 1428 csum 0x6806], length 1428
17:17:43.092619 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 167077:168505, ack 1, win 4017, options [nop,nop,TS val 3347384 ecr 3126981,mptcp dss ack 4086075562 seq 1490492288 subseq 167077 len 1428 csum 0x7210], length 1428
17:17:43.169330 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 869653:871081, ack 1, win 4017, options [nop,nop,TS val 3347471 ecr 3126817,mptcp dss ack 4086075562 seq 1490493716 subseq 869653 len 1428 csum 0xb3f2], length 1428
17:17:43.169609 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 869653:871081, ack 1, win 4017, options [nop,nop,TS val 3347471 ecr 3126817,mptcp dss ack 4086075562 seq 1490493716 subseq 869653 len 1428 csum 0xb3f2], length 1428
17:17:43.182790 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 869653:871081, ack 1, win 4017, options [nop,nop,TS val 3347471 ecr 3126817,mptcp dss ack 4086075562 seq 1490493716 subseq 869653 len 1428 csum 0xb3f2], length 1428
17:17:43.197290 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 871081:872509, ack 1, win 4017, options [nop,nop,TS val 3347578 ecr 3126896,mptcp dss ack 4086075562 seq 1490495144 subseq 871081 len 1428 csum 0x50d], length 1428
17:17:43.197495 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 871081:872509, ack 1, win 4017, options [nop,nop,TS val 3347578 ecr 3126896,mptcp dss ack 4086075562 seq 1490495144 subseq 871081 len 1428 csum 0x50d], length 1428
17:17:43.210145 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 871081:872509, ack 1, win 4017, options [nop,nop,TS val 3347578 ecr 3126896,mptcp dss ack 4086075562 seq 1490495144 subseq 871081 len 1428 csum 0x50d], length 1428
17:17:43.280593 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 162793, win 24527, options [nop,nop,TS val 3127187 ecr 3346405,mptcp dss ack 1490355200], length 0
17:17:43.292540 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 872509:873937, ack 1, win 4017, options [nop,nop,TS val 3347599 ecr 3126975,mptcp dss ack 4086075562 seq 1490496572 subseq 872509 len 1428 csum 0x777d], length 1428
17:17:43.292729 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 872509:873937, ack 1, win 4017, options [nop,nop,TS val 3347599 ecr 3126975,mptcp dss ack 4086075562 seq 1490496572 subseq 872509 len 1428 csum 0x777d], length 1428
17:17:43.310773 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 872509:873937, ack 1, win 4017, options [nop,nop,TS val 3347599 ecr 3126975,mptcp dss ack 4086075562 seq 1490496572 subseq 872509 len 1428 csum 0x777d], length 1428
17:17:43.326522 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 168505:169933, ack 1, win 4017, options [nop,nop,TS val 3347680 ecr 3127187,mptcp dss ack 4086075562 seq 1490498000 subseq 168505 len 1428 csum 0x15cd], length 1428
17:17:43.387802 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 873937:875365, ack 1, win 4017, options [nop,nop,TS val 3347716 ecr 3127005,mptcp dss ack 4086075562 seq 1490499428 subseq 873937 len 1428 csum 0x6af8], length 1428
17:17:43.388030 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 873937:875365, ack 1, win 4017, options [nop,nop,TS val 3347716 ecr 3127005,mptcp dss ack 4086075562 seq 1490499428 subseq 873937 len 1428 csum 0x6af8], length 1428
17:17:43.408525 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 873937:875365, ack 1, win 4017, options [nop,nop,TS val 3347716 ecr 3127005,mptcp dss ack 4086075562 seq 1490499428 subseq 873937 len 1428 csum 0x6af8], length 1428
17:17:43.475273 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 164221, win 24527, options [nop,nop,TS val 3127400 ecr 3346772,mptcp dss ack 1490355200], length 0
17:17:43.486279 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 875365:876793, ack 1, win 4017, options [nop,nop,TS val 3347803 ecr 3127107,mptcp dss ack 4086075562 seq 1490500856 subseq 875365 len 1428 csum 0x631], length 1428
17:17:43.486521 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 875365:876793, ack 1, win 4017, options [nop,nop,TS val 3347803 ecr 3127107,mptcp dss ack 4086075562 seq 1490500856 subseq 875365 len 1428 csum 0x631], length 1428
17:17:43.494025 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 875365:876793, ack 1, win 4017, options [nop,nop,TS val 3347803 ecr 3127107,mptcp dss ack 4086075562 seq 1490500856 subseq 875365 len 1428 csum 0x631], length 1428
17:17:43.518335 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 876793:878221, ack 1, win 4017, options [nop,nop,TS val 3347803 ecr 3127107,mptcp dss ack 4086075562 seq 1490502284 subseq 876793 len 1428 csum 0x871], length 1428
17:17:43.518534 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 876793:878221, ack 1, win 4017, options [nop,nop,TS val 3347803 ecr 3127107,mptcp dss ack 4086075562 seq 1490502284 subseq 876793 len 1428 csum 0x871], length 1428
17:17:43.574153 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 876793:878221, ack 1, win 4017, options [nop,nop,TS val 3347803 ecr 3127107,mptcp dss ack 4086075562 seq 1490502284 subseq 876793 len 1428 csum 0x871], length 1428
17:17:43.594172 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 169933:171361, ack 1, win 4017, options [nop,nop,TS val 3347878 ecr 3127400,mptcp dss ack 4086075562 seq 1490503712 subseq 169933 len 1428 csum 0x9b9c], length 1428
17:17:43.608216 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 171361:172789, ack 1, win 4017, options [nop,nop,TS val 3347878 ecr 3127400,mptcp dss ack 4086075562 seq 1490505140 subseq 171361 len 1428 csum 0x8a90], length 1428
17:17:43.690163 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 878221:879649, ack 1, win 4017, options [nop,nop,TS val 3347908 ecr 3127120,mptcp dss ack 4086075562 seq 1490506568 subseq 878221 len 1428 csum 0x56d8], length 1428
17:17:43.690394 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 878221:879649, ack 1, win 4017, options [nop,nop,TS val 3347908 ecr 3127120,mptcp dss ack 4086075562 seq 1490506568 subseq 878221 len 1428 csum 0x56d8], length 1428
17:17:43.700707 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 878221:879649, ack 1, win 4017, options [nop,nop,TS val 3347908 ecr 3127120,mptcp dss ack 4086075562 seq 1490506568 subseq 878221 len 1428 csum 0x56d8], length 1428
17:17:43.714638 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 879649:881077, ack 1, win 4017, options [nop,nop,TS val 3348081 ecr 3127305,mptcp dss ack 4086075562 seq 1490507996 subseq 879649 len 1428 csum 0x861], length 1428
17:17:43.714860 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 879649:881077, ack 1, win 4017, options [nop,nop,TS val 3348081 ecr 3127305,mptcp dss ack 4086075562 seq 1490507996 subseq 879649 len 1428 csum 0x861], length 1428
17:17:43.796624 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 881077:882505, ack 1, win 4017, options [nop,nop,TS val 3348110 ecr 3127455,mptcp dss ack 4086075562 seq 1490509424 subseq 881077 len 1428 csum 0x7ade], length 1428
17:17:43.796814 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 881077:882505, ack 1, win 4017, options [nop,nop,TS val 3348110 ecr 3127455,mptcp dss ack 4086075562 seq 1490509424 subseq 881077 len 1428 csum 0x7ade], length 1428
17:17:43.807912 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 879649:881077, ack 1, win 4017, options [nop,nop,TS val 3348081 ecr 3127305,mptcp dss ack 4086075562 seq 1490507996 subseq 879649 len 1428 csum 0x861], length 1428
17:17:43.811438 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 165649, win 24527, options [nop,nop,TS val 3127784 ecr 3347079,mptcp dss ack 1490355200], length 0
17:17:43.819371 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 172789:174217, ack 1, win 4017, options [nop,nop,TS val 3348211 ecr 3127784,mptcp dss ack 4086075562 seq 1490510852 subseq 172789 len 1428 csum 0x2d2e], length 1428
17:17:43.874512 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 881077:882505, ack 1, win 4017, options [nop,nop,TS val 3348110 ecr 3127455,mptcp dss ack 4086075562 seq 1490509424 subseq 881077 len 1428 csum 0x7ade], length 1428
17:17:43.894875 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 332537:333965, ack 1, win 4017, options [nop,nop,TS val 3348293 ecr 3127588,mptcp dss ack 4086075562 seq 1490512280 subseq 332537 len 1428 csum 0x91b4], length 1428
17:17:43.984058 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 882505:883933, ack 1, win 4017, options [nop,nop,TS val 3348382 ecr 3127656,mptcp dss ack 4086075562 seq 1490513708 subseq 882505 len 1428 csum 0x1500], length 1428
17:17:43.984309 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 882505:883933, ack 1, win 4017, options [nop,nop,TS val 3348382 ecr 3127656,mptcp dss ack 4086075562 seq 1490513708 subseq 882505 len 1428 csum 0x1500], length 1428
17:17:43.995481 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 882505:883933, ack 1, win 4017, options [nop,nop,TS val 3348382 ecr 3127656,mptcp dss ack 4086075562 seq 1490513708 subseq 882505 len 1428 csum 0x1500], length 1428
17:17:44.007105 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 883933:885361, ack 1, win 4017, options [nop,nop,TS val 3348382 ecr 3127656,mptcp dss ack 4086075562 seq 1490515136 subseq 883933 len 1428 csum 0x8e84], length 1428
17:17:44.007293 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 883933:885361, ack 1, win 4017, options [nop,nop,TS val 3348382 ecr 3127656,mptcp dss ack 4086075562 seq 1490515136 subseq 883933 len 1428 csum 0x8e84], length 1428
17:17:44.013307 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 167077, win 24527, options [nop,nop,TS val 3128086 ecr 3347384,mptcp dss ack 1490355200], length 0
17:17:44.082865 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 174217:175645, ack 1, win 4017, options [nop,nop,TS val 3348413 ecr 3128086,mptcp dss ack 4086075562 seq 1490516564 subseq 174217 len 1428 csum 0x8d1c], length 1428
17:17:44.126698 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 175645:177073, ack 1, win 4017, options [nop,nop,TS val 3348413 ecr 3128086,mptcp dss ack 4086075562 seq 1490517992 subseq 175645 len 1428 csum 0x3e80], length 1428
17:17:44.177396 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 883933:885361, ack 1, win 4017, options [nop,nop,TS val 3348382 ecr 3127656,mptcp dss ack 4086075562 seq 1490515136 subseq 883933 len 1428 csum 0x8e84], length 1428
17:17:44.193482 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 333965:335393, ack 1, win 4017, options [nop,nop,TS val 3348495 ecr 3127702,mptcp dss ack 4086075562 seq 1490519420 subseq 333965 len 1428 csum 0x5cf9], length 1428
17:17:44.202285 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 168505, win 24527, options [nop,nop,TS val 3128280 ecr 3347384,mptcp dss ack 1490355200], length 0
17:17:44.211946 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 335393:336821, ack 1, win 4017, options [nop,nop,TS val 3348495 ecr 3127702,mptcp dss ack 4086075562 seq 1490520848 subseq 335393 len 1428 csum 0x2d23], length 1428
17:17:44.300452 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 885361:886789, ack 1, win 4017, options [nop,nop,TS val 3348584 ecr 3127888,mptcp dss ack 4086075562 seq 1490522276 subseq 885361 len 1428 csum 0x9673], length 1428
17:17:44.300655 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 885361:886789, ack 1, win 4017, options [nop,nop,TS val 3348584 ecr 3127888,mptcp dss ack 4086075562 seq 1490522276 subseq 885361 len 1428 csum 0x9673], length 1428
17:17:44.307438 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 885361:886789, ack 1, win 4017, options [nop,nop,TS val 3348584 ecr 3127888,mptcp dss ack 4086075562 seq 1490522276 subseq 885361 len 1428 csum 0x9673], length 1428
17:17:44.321920 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 886789:888217, ack 1, win 4017, options [nop,nop,TS val 3348584 ecr 3127888,mptcp dss ack 4086075562 seq 1490523704 subseq 886789 len 1428 csum 0x255c], length 1428
17:17:44.322112 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 886789:888217, ack 1, win 4017, options [nop,nop,TS val 3348584 ecr 3127888,mptcp dss ack 4086075562 seq 1490523704 subseq 886789 len 1428 csum 0x255c], length 1428
17:17:44.393202 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 169933, win 24527, options [nop,nop,TS val 3128420 ecr 3347680,mptcp dss ack 1490355200], length 0
17:17:44.400065 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 886789:888217, ack 1, win 4017, options [nop,nop,TS val 3348584 ecr 3127888,mptcp dss ack 4086075562 seq 1490523704 subseq 886789 len 1428 csum 0x255c], length 1428
17:17:44.407979 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 177073:178501, ack 1, win 4017, options [nop,nop,TS val 3348603 ecr 3128280,mptcp dss ack 4086075562 seq 1490525132 subseq 177073 len 1428 csum 0x7bff], length 1428
17:17:44.487696 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 178501:179929, ack 1, win 4017, options [nop,nop,TS val 3348603 ecr 3128280,mptcp dss ack 4086075562 seq 1490526560 subseq 178501 len 1428 csum 0xb852], length 1428
17:17:44.505905 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 336821:338249, ack 1, win 4017, options [nop,nop,TS val 3348696 ecr 3127979,mptcp dss ack 4086075562 seq 1490527988 subseq 336821 len 1428 csum 0x660], length 1428
17:17:44.512958 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 171361, win 24527, options [nop,nop,TS val 3128672 ecr 3347878,mptcp dss ack 1490355200], length 0
17:17:44.587792 IP 112.26.0.1.36177 > 112.26.0.8.57542: Flags [.], seq 338249:339677, ack 1, win 4017, options [nop,nop,TS val 3348696 ecr 3127979,mptcp dss ack 4086075562 seq 1490529416 subseq 338249 len 1428 csum 0x12d8], length 1428
17:17:44.608166 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 179929:181357, ack 1, win 4017, options [nop,nop,TS val 3348793 ecr 3128420,mptcp dss ack 4086075562 seq 1490530844 subseq 179929 len 1428 csum 0xe6e9], length 1428
17:17:44.692335 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 888217:889645, ack 1, win 4017, options [nop,nop,TS val 3348819 ecr 3128096,mptcp dss ack 4086075562 seq 1490532272 subseq 888217 len 1428 csum 0x57d3], length 1428
17:17:44.692552 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 888217:889645, ack 1, win 4017, options [nop,nop,TS val 3348819 ecr 3128096,mptcp dss ack 4086075562 seq 1490532272 subseq 888217 len 1428 csum 0x57d3], length 1428
17:17:44.697826 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 888217:889645, ack 1, win 4017, options [nop,nop,TS val 3348819 ecr 3128096,mptcp dss ack 4086075562 seq 1490532272 subseq 888217 len 1428 csum 0x57d3], length 1428
17:17:44.712824 IP 112.26.0.8.33715 > 112.26.3.1.36177: Flags [.], ack 174217, win 24527, options [nop,nop,TS val 3128880 ecr 3347878,mptcp dss ack 1490355200], length 0
17:17:44.721342 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 889645:891073, ack 1, win 4017, options [nop,nop,TS val 3348819 ecr 3128096,mptcp dss ack 4086075562 seq 1490533700 subseq 889645 len 1428 csum 0x4691], length 1428
17:17:44.721551 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 889645:891073, ack 1, win 4017, options [nop,nop,TS val 3348819 ecr 3128096,mptcp dss ack 4086075562 seq 1490533700 subseq 889645 len 1428 csum 0x4691], length 1428
17:17:44.796732 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 889645:891073, ack 1, win 4017, options [nop,nop,TS val 3348819 ecr 3128096,mptcp dss ack 4086075562 seq 1490533700 subseq 889645 len 1428 csum 0x4691], length 1428
17:17:44.811884 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 181357:182785, ack 1, win 4017, options [nop,nop,TS val 3348912 ecr 3128672,mptcp dss ack 4086075562 seq 1490535128 subseq 181357 len 1428 csum 0x1638], length 1428
17:17:44.890642 IP 112.26.3.1.36177 > 112.26.0.8.33715: Flags [.], seq 182785:184213, ack 1, win 4017, options [nop,nop,TS val 3348912 ecr 3128672,mptcp dss ack 4086075562 seq 1490536556 subseq 182785 len 1428 csum 0x886f], length 1428
17:17:44.908269 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 35701:37129, ack 1, win 4017, options [nop,nop,TS val 3348992 ecr 3122050,mptcp dss ack 4086075562 seq 1490355200 subseq 35701 len 1428 csum 0x21e1], length 1428
17:17:44.909307 IP 112.26.1.1.36177 > 112.26.0.8.36999: Flags [.], seq 35701:37129, ack 1, win 4017, options [nop,nop,TS val 3348992 ecr 3122050,mptcp dss ack 4086075562 seq 1490355200 subseq 35701 len 1428 csum 0x21e1], length 1428
17:17:45.003882 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 891073:892501, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490355200 subseq 891073 len 1428 csum 0x1488], length 1428
17:17:45.004079 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 891073:892501, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490355200 subseq 891073 len 1428 csum 0x1488], length 1428
17:17:45.011219 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 891073:892501, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490355200 subseq 891073 len 1428 csum 0x1488], length 1428
17:17:45.026668 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 892501:893929, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490356628 subseq 892501 len 1428 csum 0xcef2], length 1428
17:17:45.026881 IP 112.26.2.1.36177 > 112.26.0.8.40673: Flags [.], seq 892501:893929, ack 1, win 4017, options [nop,nop,TS val 3349103 ecr 3128393,mptcp dss ack 4086075562 seq 1490356628 subseq 892501 len 1428 csum 0xcef2], length 1428
