20:12:17.758810 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294819233 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:17.776672 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294819233 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:17.842757 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [S.], seq 2940828125, ack 503274602, win 65535, options [mss 1460,sackOK,TS val 76724 ecr 4294819233,nop,wscale 6,mptcp capable csum {0x87139cfff9e67aae}], length 0
20:12:18.645894 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294820288 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:18.646748 IP 112.26.0.8.33728 > 112.26.0.1.45881: Flags [S], seq 503274601, win 65535, options [mss 1460,sackOK,TS val 4294820288 ecr 0,nop,wscale 6,mptcp capable csum {0xe03f2f5bd5989db8}], length 0
20:12:18.654230 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [S.], seq 2940828125, ack 503274602, win 65535, options [mss 1460,sackOK,TS val 77594 ecr 4294819233,nop,wscale 6,mptcp capable csum {0x87139cfff9e67aae}], length 0
20:12:18.853617 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], ack 1, win 1339, options [nop,nop,TS val 77799 ecr 4294820485,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 3262968525], length 0
20:13:41.137493 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 195637:197065, ack 1, win 4017, options [nop,nop,TS val 160004 ecr 4294902148,mptcp dss ack 3262968525 seq 1977845833 subseq 195637 len 1428 csum 0x22b7], length 1428
20:13:41.142271 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 828053:829481, ack 1, win 4017, options [nop,nop,TS val 159814 ecr 4294902138,mptcp dss ack 3262968525 seq 1977844405 subseq 828053 len 1428 csum 0x5b7f], length 1428
20:13:41.144889 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 828053:829481, ack 1, win 4017, options [nop,nop,TS val 159814 ecr 4294902138,mptcp dss ack 3262968525 seq 1977844405 subseq 828053 len 1428 csum 0x5b7f], length 1428
20:13:41.226052 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 829481:830909, ack 1, win 4017, options [nop,nop,TS val 160004 ecr 4294902170,mptcp dss ack 3262968525 seq 1977847261 subseq 829481 len 1428 csum 0x2bec], length 1428
20:13:41.255941 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 830909:832337, ack 1, win 4017, options [nop,nop,TS val 160191 ecr 4294902361,mptcp dss ack 3262968525 seq 1977848689 subseq 830909 len 1428 csum 0x4321], length 1428
20:13:41.332581 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 832337:833765, ack 1, win 4017, options [nop,nop,TS val 160278 ecr 4294902460,mptcp dss ack 3262968525 seq 1977850117 subseq 832337 len 1428 csum 0xec3f], length 1428
20:13:41.349115 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 829481:830909, ack 1, win 4017, options [nop,nop,TS val 160004 ecr 4294902170,mptcp dss ack 3262968525 seq 1977847261 subseq 829481 len 1428 csum 0x2bec], length 1428
20:13:41.356928 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 833765:835193, ack 1, win 4017, options [nop,nop,TS val 160278 ecr 4294902460,mptcp dss ack 3262968525 seq 1977851545 subseq 833765 len 1428 csum 0x837f], length 1428
20:13:41.430979 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 829481:830909, ack 1, win 4017, options [nop,nop,TS val 160004 ecr 4294902170,mptcp dss ack 3262968525 seq 1977847261 subseq 829481 len 1428 csum 0x2bec], length 1428
20:13:41.443750 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 835193:836621, ack 1, win 4017, options [nop,nop,TS val 160383 ecr 4294902592,mptcp dss ack 3262968525 seq 1977852973 subseq 835193 len 1428 csum 0x76ef], length 1428
20:13:41.448784 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 830909:832337, ack 1, win 4017, options [nop,nop,TS val 160191 ecr 4294902361,mptcp dss ack 3262968525 seq 1977848689 subseq 830909 len 1428 csum 0x4321], length 1428
20:13:41.452078 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 830909:832337, ack 1, win 4017, options [nop,nop,TS val 160191 ecr 4294902361,mptcp dss ack 3262968525 seq 1977848689 subseq 830909 len 1428 csum 0x4321], length 1428
20:13:41.475453 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 197065:198493, ack 1, win 4017, options [nop,nop,TS val 160412 ecr 4294902668,mptcp dss ack 3262968525 seq 1977854401 subseq 197065 len 1428 csum 0x3447], length 1428
20:13:41.550148 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 832337:833765, ack 1, win 4017, options [nop,nop,TS val 160278 ecr 4294902460,mptcp dss ack 3262968525 seq 1977850117 subseq 832337 len 1428 csum 0xec3f], length 1428
20:13:41.553053 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 832337:833765, ack 1, win 4017, options [nop,nop,TS val 160278 ecr 4294902460,mptcp dss ack 3262968525 seq 1977850117 subseq 832337 len 1428 csum 0xec3f], length 1428
20:13:41.555316 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 198493:199921, ack 1, win 4017, options [nop,nop,TS val 160412 ecr 4294902668,mptcp dss ack 3262968525 seq 1977855829 subseq 198493 len 1428 csum 0x69bd], length 1428
20:13:41.640021 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 836621:838049, ack 1, win 4017, options [nop,nop,TS val 160484 ecr 4294902728,mptcp dss ack 3262968525 seq 1977857257 subseq 836621 len 1428 csum 0x1337], length 1428
20:13:41.663485 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 199921:201349, ack 1, win 4017, options [nop,nop,TS val 160609 ecr 4294902860,mptcp dss ack 3262968525 seq 1977858685 subseq 199921 len 1428 csum 0xad1], length 1428
20:13:41.741916 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 833765:835193, ack 1, win 4017, options [nop,nop,TS val 160278 ecr 4294902460,mptcp dss ack 3262968525 seq 1977851545 subseq 833765 len 1428 csum 0x837f], length 1428
20:13:41.751807 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 833765:835193, ack 1, win 4017, options [nop,nop,TS val 160278 ecr 4294902460,mptcp dss ack 3262968525 seq 1977851545 subseq 833765 len 1428 csum 0x837f], length 1428
20:13:41.764799 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 835193:836621, ack 1, win 4017, options [nop,nop,TS val 160383 ecr 4294902592,mptcp dss ack 3262968525 seq 1977852973 subseq 835193 len 1428 csum 0x76ef], length 1428
20:13:41.775692 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 835193:836621, ack 1, win 4017, options [nop,nop,TS val 160383 ecr 4294902592,mptcp dss ack 3262968525 seq 1977852973 subseq 835193 len 1428 csum 0x76ef], length 1428
20:13:41.779320 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 201349:202777, ack 1, win 4017, options [nop,nop,TS val 160715 ecr 4294903073,mptcp dss ack 3262968525 seq 1977860113 subseq 201349 len 1428 csum 0xbf40], length 1428
20:13:41.840721 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 836621:838049, ack 1, win 4017, options [nop,nop,TS val 160484 ecr 4294902728,mptcp dss ack 3262968525 seq 1977857257 subseq 836621 len 1428 csum 0x1337], length 1428
20:13:41.850669 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 836621:838049, ack 1, win 4017, options [nop,nop,TS val 160484 ecr 4294902728,mptcp dss ack 3262968525 seq 1977857257 subseq 836621 len 1428 csum 0x1337], length 1428
20:13:41.942115 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 838049:839477, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977861541 subseq 838049 len 1428 csum 0x1abe], length 1428
20:13:41.951411 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 839477:840905, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977862969 subseq 839477 len 1428 csum 0xe10e], length 1428
20:13:41.972082 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 840905:842333, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977864397 subseq 840905 len 1428 csum 0xc5a6], length 1428
20:13:42.043599 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 838049:839477, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977861541 subseq 838049 len 1428 csum 0x1abe], length 1428
20:13:42.053785 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 842333:843761, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977865825 subseq 842333 len 1428 csum 0xa5ba], length 1428
20:13:42.067893 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 838049:839477, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977861541 subseq 838049 len 1428 csum 0x1abe], length 1428
20:13:42.075242 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 839477:840905, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977862969 subseq 839477 len 1428 csum 0xe10e], length 1428
20:13:42.132640 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 843761:845189, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977867253 subseq 843761 len 1428 csum 0xbf90], length 1428
20:13:42.153884 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 839477:840905, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977862969 subseq 839477 len 1428 csum 0xe10e], length 1428
20:13:42.156452 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 840905:842333, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977864397 subseq 840905 len 1428 csum 0xc5a6], length 1428
20:13:42.245610 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 840905:842333, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977864397 subseq 840905 len 1428 csum 0xc5a6], length 1428
20:13:42.254690 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 845189:846617, ack 1, win 4017, options [nop,nop,TS val 161193 ecr 4294903448,mptcp dss ack 3262968525 seq 1977868681 subseq 845189 len 1428 csum 0xfd15], length 1428
20:13:42.256779 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 842333:843761, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977865825 subseq 842333 len 1428 csum 0xa5ba], length 1428
20:13:42.265157 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 842333:843761, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977865825 subseq 842333 len 1428 csum 0xa5ba], length 1428
20:13:42.331633 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 846617:848045, ack 1, win 4017, options [nop,nop,TS val 161276 ecr 4294903478,mptcp dss ack 3262968525 seq 1977870109 subseq 846617 len 1428 csum 0xedaa], length 1428
20:13:42.341810 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 843761:845189, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977867253 subseq 843761 len 1428 csum 0xbf90], length 1428
20:13:42.358110 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 843761:845189, ack 1, win 4017, options [nop,nop,TS val 160887 ecr 4294903157,mptcp dss ack 3262968525 seq 1977867253 subseq 843761 len 1428 csum 0xbf90], length 1428
20:13:42.361313 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 848045:849473, ack 1, win 4017, options [nop,nop,TS val 161276 ecr 4294903478,mptcp dss ack 3262968525 seq 1977871537 subseq 848045 len 1428 csum 0x81d6], length 1428
20:13:42.370897 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 845189:846617, ack 1, win 4017, options [nop,nop,TS val 161193 ecr 4294903448,mptcp dss ack 3262968525 seq 1977868681 subseq 845189 len 1428 csum 0xfd15], length 1428
20:13:42.374994 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 202777:204205, ack 1, win 4017, options [nop,nop,TS val 161301 ecr 4294903636,mptcp dss ack 3262968525 seq 1977872965 subseq 202777 len 1428 csum 0x3af2], length 1428
20:13:42.440900 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 845189:846617, ack 1, win 4017, options [nop,nop,TS val 161193 ecr 4294903448,mptcp dss ack 3262968525 seq 1977868681 subseq 845189 len 1428 csum 0xfd15], length 1428
20:13:42.456214 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 204205:205633, ack 1, win 4017, options [nop,nop,TS val 161301 ecr 4294903636,mptcp dss ack 3262968525 seq 1977874393 subseq 204205 len 1428 csum 0x15b5], length 1428
20:13:42.462450 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 846617:848045, ack 1, win 4017, options [nop,nop,TS val 161276 ecr 4294903478,mptcp dss ack 3262968525 seq 1977870109 subseq 846617 len 1428 csum 0xedaa], length 1428
20:13:42.465130 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 846617:848045, ack 1, win 4017, options [nop,nop,TS val 161276 ecr 4294903478,mptcp dss ack 3262968525 seq 1977870109 subseq 846617 len 1428 csum 0xedaa], length 1428
20:13:42.475484 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 205633:207061, ack 1, win 4017, options [nop,nop,TS val 161301 ecr 4294903636,mptcp dss ack 3262968525 seq 1977875821 subseq 205633 len 1428 csum 0x47e5], length 1428
20:13:42.546536 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 848045:849473, ack 1, win 4017, options [nop,nop,TS val 161276 ecr 4294903478,mptcp dss ack 3262968525 seq 1977871537 subseq 848045 len 1428 csum 0x81d6], length 1428
20:13:42.549484 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 848045:849473, ack 1, win 4017, options [nop,nop,TS val 161276 ecr 4294903478,mptcp dss ack 3262968525 seq 1977871537 subseq 848045 len 1428 csum 0x81d6], length 1428
20:13:42.552407 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 849473:850901, ack 1, win 4017, options [nop,nop,TS val 161483 ecr 4294903744,mptcp dss ack 3262968525 seq 1977877249 subseq 849473 len 1428 csum 0x72b1], length 1428
20:13:42.645228 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 849473:850901, ack 1, win 4017, options [nop,nop,TS val 161483 ecr 4294903744,mptcp dss ack 3262968525 seq 1977877249 subseq 849473 len 1428 csum 0x72b1], length 1428
20:13:42.647019 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 849473:850901, ack 1, win 4017, options [nop,nop,TS val 161483 ecr 4294903744,mptcp dss ack 3262968525 seq 1977877249 subseq 849473 len 1428 csum 0x72b1], length 1428
20:13:42.654114 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 207061:208489, ack 1, win 4017, options [nop,nop,TS val 161504 ecr 4294903755,mptcp dss ack 3262968525 seq 1977878677 subseq 207061 len 1428 csum 0x60cb], length 1428
20:13:42.666220 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 208489:209917, ack 1, win 4017, options [nop,nop,TS val 161512 ecr 4294903871,mptcp dss ack 3262968525 seq 1977880105 subseq 208489 len 1428 csum 0x3ccb], length 1428
20:13:42.746639 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 850901:852329, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977881533 subseq 850901 len 1428 csum 0xa29c], length 1428
20:13:42.751368 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 850901:852329, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977881533 subseq 850901 len 1428 csum 0xa29c], length 1428
20:13:42.757081 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 850901:852329, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977881533 subseq 850901 len 1428 csum 0xa29c], length 1428
20:13:42.765013 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 852329:853757, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977882961 subseq 852329 len 1428 csum 0x90ab], length 1428
20:13:42.835532 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 852329:853757, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977882961 subseq 852329 len 1428 csum 0x90ab], length 1428
20:13:42.847689 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 852329:853757, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977882961 subseq 852329 len 1428 csum 0x90ab], length 1428
20:13:42.853042 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 853757:855185, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977884389 subseq 853757 len 1428 csum 0x65b0], length 1428
20:13:42.866388 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 444109:445537, ack 1, win 4017, options [nop,nop,TS val 161792 ecr 4294886139,mptcp dss ack 3262968525 seq 1977528817 subseq 444109 len 1428 csum 0x1563], length 1428
20:13:42.868856 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 853757:855185, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977884389 subseq 853757 len 1428 csum 0x65b0], length 1428
20:13:42.872746 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 853757:855185, ack 1, win 4017, options [nop,nop,TS val 161616 ecr 4294903872,mptcp dss ack 3262968525 seq 1977884389 subseq 853757 len 1428 csum 0x65b0], length 1428
20:13:42.961974 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 855185:856613, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977885817 subseq 855185 len 1428 csum 0x9b13], length 1428
20:13:42.976609 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 855185:856613, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977885817 subseq 855185 len 1428 csum 0x9b13], length 1428
20:13:42.980800 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 855185:856613, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977885817 subseq 855185 len 1428 csum 0x9b13], length 1428
20:13:43.042756 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 856613:858041, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977887245 subseq 856613 len 1428 csum 0x3026], length 1428
20:13:43.070680 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 858041:859469, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977888673 subseq 858041 len 1428 csum 0xdd6f], length 1428
20:13:43.133772 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 856613:858041, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977887245 subseq 856613 len 1428 csum 0x3026], length 1428
20:13:43.138885 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 856613:858041, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977887245 subseq 856613 len 1428 csum 0x3026], length 1428
20:13:43.152141 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 859469:860897, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977890101 subseq 859469 len 1428 csum 0x822b], length 1428
20:13:43.161822 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 858041:859469, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977888673 subseq 858041 len 1428 csum 0xdd6f], length 1428
20:13:43.164899 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 858041:859469, ack 1, win 4017, options [nop,nop,TS val 161805 ecr 4294904112,mptcp dss ack 3262968525 seq 1977888673 subseq 858041 len 1428 csum 0xdd6f], length 1428
20:13:43.241514 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 860897:862325, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977891529 subseq 860897 len 1428 csum 0x4f84], length 1428
20:13:43.246637 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 859469:860897, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977890101 subseq 859469 len 1428 csum 0x822b], length 1428
20:13:43.257565 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 859469:860897, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977890101 subseq 859469 len 1428 csum 0x822b], length 1428
20:13:43.266334 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 862325:863753, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977892957 subseq 862325 len 1428 csum 0x8639], length 1428
20:13:43.344108 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 860897:862325, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977891529 subseq 860897 len 1428 csum 0x4f84], length 1428
20:13:43.346886 IP 112.26.3.1.45881 > 112.26.0.8.37533: Flags [.], seq 444109:445537, ack 1, win 4017, options [nop,nop,TS val 161792 ecr 4294886139,mptcp dss ack 3262968525 seq 1977528817 subseq 444109 len 1428 csum 0x1563], length 1428
20:13:43.367237 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 862325:863753, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977892957 subseq 862325 len 1428 csum 0x8639], length 1428
20:13:43.378789 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 209917:211345, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904446,mptcp dss ack 3262968525 seq 1977894385 subseq 209917 len 1428 csum 0x14cb], length 1428
20:13:43.382172 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 860897:862325, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977891529 subseq 860897 len 1428 csum 0x4f84], length 1428
20:13:43.445099 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 863753:865181, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977895813 subseq 863753 len 1428 csum 0x8fc8], length 1428
20:13:43.449272 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 862325:863753, ack 1, win 4017, options [nop,nop,TS val 162002 ecr 4294904320,mptcp dss ack 3262968525 seq 1977892957 subseq 862325 len 1428 csum 0x8639], length 1428
20:13:43.457353 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 863753:865181, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977895813 subseq 863753 len 1428 csum 0x8fc8], length 1428
20:13:43.466404 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 865181:866609, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977897241 subseq 865181 len 1428 csum 0x6ba4], length 1428
20:13:43.474242 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 863753:865181, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977895813 subseq 863753 len 1428 csum 0x8fc8], length 1428
20:13:43.548489 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 865181:866609, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977897241 subseq 865181 len 1428 csum 0x6ba4], length 1428
20:13:43.555545 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 866609:868037, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977898669 subseq 866609 len 1428 csum 0xc05f], length 1428
20:13:43.562257 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 865181:866609, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977897241 subseq 865181 len 1428 csum 0x6ba4], length 1428
20:13:43.578373 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 866609:868037, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977898669 subseq 866609 len 1428 csum 0xc05f], length 1428
20:13:43.586172 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 868037:869465, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977900097 subseq 868037 len 1428 csum 0xf0aa], length 1428
20:13:43.589069 IP 112.26.0.1.45881 > 112.26.0.8.33728: Flags [.], seq 866609:868037, ack 1, win 4017, options [nop,nop,TS val 162324 ecr 4294904616,mptcp dss ack 3262968525 seq 1977898669 subseq 866609 len 1428 csum 0xc05f], length 1428
20:13:43.649815 IP 112.26.1.1.45881 > 112.26.0.8.39207: Flags [.], seq 211345:212773, ack 1, win 4017, options [nop,nop,TS val 162519 ecr 4294904652,mptcp dss ack 3262968525 seq 1977901525 subseq 211345 len 1428 csum 0xcc72], length 1428
